flow_id,id_from,id_to
0040_F001006332,40,F001006332
0040_F001006335,40,F001006335
0040_F001006336,40,F001006336
0040_F001006337,40,F001006337
0040_F001006338,40,F001006338
0040_F001006339,40,F001006339
0040_F001006341,40,F001006341
0040_F001006342,40,F001006342
0040_F001006343,40,F001006343
0040_F001006344,40,F001006344
0040_F001006346,40,F001006346
0040_F001006347,40,F001006347
0040_F001007017,40,F001007017
0040_F001007018,40,F001007018
0040_F001007280,40,F001007280
0040_F001007627,40,F001007627
0040_F001007655,40,F001007655
0040_F001007700,40,F001007700
0040_F001008036,40,F001008036
0040_F001008240,40,F001008240
0044_F001006015,44,F001006015
0044_F001006016,44,F001006016
0044_F001006017,44,F001006017
0044_F001006018,44,F001006018
0044_F001006019,44,F001006019
0044_F001006020,44,F001006020
0044_F001006021,44,F001006021
0044_F001006022,44,F001006022
0044_F001006023,44,F001006023
0044_F001006024,44,F001006024
0044_F001006025,44,F001006025
0044_F001006026,44,F001006026
0044_F001006027,44,F001006027
0044_F001008500,44,F001008500
0044_F001008501,44,F001008501
0044_F001008502,44,F001008502
0044_F001008503,44,F001008503
0044_F001008504,44,F001008504
0044_F001008505,44,F001008505
0044_F001008506,44,F001008506
0045_F001004837,45,F001004837
0045_F001004842,45,F001004842
0045_F001006328,45,F001006328
0045_F001006435,45,F001006435
0045_F001006436,45,F001006436
0045_F001006437,45,F001006437
0045_F001006439,45,F001006439
0045_F001006440,45,F001006440
0045_F001006442,45,F001006442
0045_F001006443,45,F001006443
0045_F001006445,45,F001006445
0045_F001006447,45,F001006447
0045_F001006449,45,F001006449
0045_F001006450,45,F001006450
0045_F001006451,45,F001006451
0045_F001006452,45,F001006452
0045_F001006453,45,F001006453
0045_F001006454,45,F001006454
0045_F001006455,45,F001006455
0045_F001006456,45,F001006456
0045_F001006457,45,F001006457
0045_F001006458,45,F001006458
0045_F001006459,45,F001006459
0045_F001006460,45,F001006460
0045_F001006461,45,F001006461
0045_F001006462,45,F001006462
0045_F001006463,45,F001006463
0045_F001006464,45,F001006464
0045_F001006465,45,F001006465
0045_F001006946,45,F001006946
0045_F001006947,45,F001006947
0045_F001006979,45,F001006979
0045_F001006980,45,F001006980
0045_F001006981,45,F001006981
0045_F001006984,45,F001006984
0045_F001006990,45,F001006990
0045_F001006994,45,F001006994
0045_F001007088,45,F001007088
0045_F001007331,45,F001007331
0045_F001007335,45,F001007335
0045_F001007336,45,F001007336
0045_F001007339,45,F001007339
0045_F001007346,45,F001007346
0045_F001007347,45,F001007347
0046_F001005749,46,F001005749
0046_F001005751,46,F001005751
0046_F001005752,46,F001005752
0046_F001005755,46,F001005755
0046_F001005756,46,F001005756
0046_F001005757,46,F001005757
0046_F001005758,46,F001005758
0046_F001005759,46,F001005759
0046_F001005760,46,F001005760
0046_F001005762,46,F001005762
0046_F001008267,46,F001008267
0046_F001008268,46,F001008268
0046_F001008345,46,F001008345
0048_F001004487,48,F001004487
0048_F001004490,48,F001004490
0048_F001004491,48,F001004491
0048_F001004495,48,F001004495
0048_F001005185,48,F001005185
0048_F001005186,48,F001005186
0048_F001005188,48,F001005188
0048_F001005190,48,F001005190
0048_F001005191,48,F001005191
0048_F001005192,48,F001005192
0048_F001007033,48,F001007033
0048_F001007034,48,F001007034
0048_F001007035,48,F001007035
0048_F001007037,48,F001007037
0048_F001007038,48,F001007038
0048_F001007119,48,F001007119
0048_F001007232,48,F001007232
0048_F001008037,48,F001008037
0048_F001008038,48,F001008038
0048_F001008040,48,F001008040
0048_F001008431,48,F001008431
0051_F001006189,51,F001006189
0051_F001006193,51,F001006193
0051_F001006194,51,F001006194
0051_F001006195,51,F001006195
0051_F001006196,51,F001006196
0051_F001006197,51,F001006197
0051_F001006198,51,F001006198
0051_F001006199,51,F001006199
0032_F001005464,32,F001005464
0032_F001007419,32,F001007419
0032_F001007427,32,F001007427
0033_F001008291,33,F001008291
0037_F001008422,37,F001008422
0040_F001006334,40,F001006334
0045_F001007041,45,F001007041
0045_F001007341,45,F001007341
0046_F001005750,46,F001005750
0048_F001004488,48,F001004488
0048_F001008041,48,F001008041
0051_F001006200,51,F001006200
0032_F001007423,32,F001007423
0032_F001008316,32,F001008316
0033_F001007477,33,F001007477
0033_F001008373,33,F001008373
0037_F001008423,37,F001008423
0045_F001007334,45,F001007334
0045_F001007343,45,F001007343
0025_F001008465,25,F001008465
0033_F001008463,33,F001008463
0033_F001008655,33,F001008655
0032_F001005967,32,F001005967
0037_F001008476,37,F001008476
0037_F001008513,37,F001008513
0045_F001007332,45,F001007332
0045_F001007344,45,F001007344
0048_F001008432,48,F001008432
0051_F001006201,51,F001006201
0051_F001006202,51,F001006202
0051_F001006203,51,F001006203
0051_F001006204,51,F001006204
0051_F001006205,51,F001006205
0051_F001006207,51,F001006207
0051_F001006208,51,F001006208
0001_F001006411,1,F001006411
0025_F001008684,25,F001008684
0031_F001007145,31,F001007145
0032_F001005962,32,F001005962
0035_F001008266,35,F001008266
0035_F001008569,35,F001008569
0051_F001006209,51,F001006209
0051_F001006211,51,F001006211
0051_F001006212,51,F001006212
0051_F001006213,51,F001006213
0051_F001006215,51,F001006215
0051_F001006216,51,F001006216
0051_F001006217,51,F001006217
0051_F001006218,51,F001006218
0051_F001006219,51,F001006219
0051_F001006220,51,F001006220
0051_F001006222,51,F001006222
0051_F001006223,51,F001006223
0051_F001006224,51,F001006224
0051_F001006226,51,F001006226
0051_F001006228,51,F001006228
0051_F001006229,51,F001006229
0051_F001006230,51,F001006230
0051_F001006231,51,F001006231
0051_F001006232,51,F001006232
0051_F001006234,51,F001006234
0051_F001006236,51,F001006236
0051_F001006241,51,F001006241
0051_F001006257,51,F001006257
0051_F001006350,51,F001006350
0051_F001006954,51,F001006954
0051_F001007217,51,F001007217
0051_F001007219,51,F001007219
0051_F001007712,51,F001007712
0051_F001007715,51,F001007715
0051_F001007718,51,F001007718
0032_F001007433,32,F001007433
0035_F001005729,35,F001005729
0035_F001008570,35,F001008570
0037_F001008714,37,F001008714
0037_F001008715,37,F001008715
0037_F001008718,37,F001008718
0046_F001008512,46,F001008512
0048_F001008693,48,F001008693
0001_F001008739,1,F001008739
0033_F001008811,33,F001008811
0036_F001008617,36,F001008617
0037_F001008716,37,F001008716
0037_F001008717,37,F001008717
0037_F001008719,37,F001008719
0045_F001007983,45,F001007983
0045_F001007987,45,F001007987
0051_F001008493,51,F001008493
0051_F001008494,51,F001008494
0051_F001008499,51,F001008499
0051_F001008578,51,F001008578
0032_F001005968,32,F001005968
0032_F001007426,32,F001007426
0045_F001007981,45,F001007981
0045_F001007986,45,F001007986
0045_F001007989,45,F001007989
0029_F001008789,29,F001008789
0045_F001007990,45,F001007990
0045_F001008780,45,F001008780
0051_F001006237,51,F001006237
0051_F001008579,51,F001008579
0051_F001008580,51,F001008580
0051_F001008581,51,F001008581
0051_F001008582,51,F001008582
0051_F001008583,51,F001008583
0051_F001008584,51,F001008584
0051_F001008585,51,F001008585
0051_F001008587,51,F001008587
0051_F001008588,51,F001008588
0051_F001008589,51,F001008589
0051_F001008590,51,F001008590
0051_F001008591,51,F001008591
0051_F001008592,51,F001008592
0051_F001008595,51,F001008595
0051_F001008596,51,F001008596
0051_F001008597,51,F001008597
0051_F001008598,51,F001008598
0051_F001008599,51,F001008599
0051_F001008600,51,F001008600
0051_F001008601,51,F001008601
0051_F001008602,51,F001008602
0051_F001008603,51,F001008603
0055_F001005780,55,F001005780
0055_F001005781,55,F001005781
0055_F001005787,55,F001005787
0055_F001005793,55,F001005793
0055_F001005794,55,F001005794
0055_F001005795,55,F001005795
0055_F001005796,55,F001005796
0055_F001005798,55,F001005798
0055_F001005799,55,F001005799
0055_F001008087,55,F001008087
0055_F001008332,55,F001008332
0055_F001008772,55,F001008772
0056_F001006496,56,F001006496
0056_F001006503,56,F001006503
0056_F001006803,56,F001006803
0056_F001006903,56,F001006903
0056_F001006930,56,F001006930
0056_F001006932,56,F001006932
0056_F001006936,56,F001006936
0056_F001006939,56,F001006939
0056_F001008083,56,F001008083
0056_F001008338,56,F001008338
0056_F001008356,56,F001008356
0056_F001008643,56,F001008643
0056_F001008672,56,F001008672
0057_F001005800,57,F001005800
0057_F001005801,57,F001005801
0057_F001005802,57,F001005802
0057_F001005803,57,F001005803
0057_F001005804,57,F001005804
0057_F001005805,57,F001005805
0057_F001005807,57,F001005807
0057_F001005808,57,F001005808
0057_F001005810,57,F001005810
0057_F001005811,57,F001005811
0057_F001005812,57,F001005812
0057_F001005813,57,F001005813
0057_F001005814,57,F001005814
0057_F001005816,57,F001005816
0057_F001005817,57,F001005817
0057_F001005818,57,F001005818
0057_F001005819,57,F001005819
0057_F001005820,57,F001005820
0057_F001005821,57,F001005821
0057_F001005826,57,F001005826
0057_F001005835,57,F001005835
0057_F001007630,57,F001007630
0057_F001007994,57,F001007994
0057_F001007996,57,F001007996
0057_F001008273,57,F001008273
0057_F001008274,57,F001008274
0057_F001008275,57,F001008275
0057_F001008276,57,F001008276
0057_F001008280,57,F001008280
0057_F001008281,57,F001008281
0057_F001008355,57,F001008355
0057_F001008793,57,F001008793
0057_F001008796,57,F001008796
0057_F001008797,57,F001008797
0057_F001008798,57,F001008798
0057_F001008799,57,F001008799
0057_F001008800,57,F001008800
0059_F001004808,59,F001004808
0059_F001005216,59,F001005216
0059_F001005217,59,F001005217
0059_F001005499,59,F001005499
0059_F001006376,59,F001006376
0059_F001006508,59,F001006508
0059_F001006512,59,F001006512
0059_F001008445,59,F001008445
0060_F001004132,60,F001004132
0060_F001005838,60,F001005838
0060_F001005841,60,F001005841
0060_F001005842,60,F001005842
0060_F001005845,60,F001005845
0060_F001005846,60,F001005846
0060_F001005847,60,F001005847
0060_F001005848,60,F001005848
0060_F001005849,60,F001005849
0060_F001005850,60,F001005850
0060_F001005851,60,F001005851
0060_F001005853,60,F001005853
0060_F001005854,60,F001005854
0060_F001005855,60,F001005855
0060_F001005856,60,F001005856
0060_F001005857,60,F001005857
0060_F001005858,60,F001005858
0060_F001005859,60,F001005859
0060_F001005860,60,F001005860
0060_F001005861,60,F001005861
0060_F001005862,60,F001005862
0060_F001005863,60,F001005863
0060_F001005865,60,F001005865
0060_F001005866,60,F001005866
0060_F001005867,60,F001005867
0060_F001005868,60,F001005868
0060_F001005902,60,F001005902
0060_F001005903,60,F001005903
0060_F001005906,60,F001005906
0060_F001005907,60,F001005907
0060_F001005908,60,F001005908
0060_F001005910,60,F001005910
0060_F001005914,60,F001005914
0060_F001005916,60,F001005916
0060_F001005917,60,F001005917
0060_F001005918,60,F001005918
0060_F001005919,60,F001005919
0060_F001005921,60,F001005921
0060_F001005922,60,F001005922
0060_F001005925,60,F001005925
0060_F001005928,60,F001005928
0060_F001005929,60,F001005929
0060_F001007960,60,F001007960
0060_F001007965,60,F001007965
0060_F001007966,60,F001007966
0060_F001007967,60,F001007967
0060_F001007968,60,F001007968
0060_F001007970,60,F001007970
0060_F001007971,60,F001007971
0060_F001007973,60,F001007973
0060_F001007976,60,F001007976
0060_F001007977,60,F001007977
0060_F001007979,60,F001007979
0060_F001008486,60,F001008486
0060_F001008510,60,F001008510
0060_F001008511,60,F001008511
0060_F001008801,60,F001008801
0060_F001008802,60,F001008802
0061_F001005559,61,F001005559
0061_F001005634,61,F001005634
0061_F001005958,61,F001005958
0061_F001006135,61,F001006135
0061_F001006136,61,F001006136
0061_F001006137,61,F001006137
0061_F001006141,61,F001006141
0061_F001006143,61,F001006143
0061_F001006148,61,F001006148
0061_F001006149,61,F001006149
0061_F001006153,61,F001006153
0061_F001006154,61,F001006154
0061_F001006155,61,F001006155
0061_F001006156,61,F001006156
0061_F001006157,61,F001006157
0061_F001006160,61,F001006160
0061_F001006161,61,F001006161
0061_F001006162,61,F001006162
0061_F001006163,61,F001006163
0061_F001006164,61,F001006164
0061_F001006165,61,F001006165
0061_F001006167,61,F001006167
0061_F001006168,61,F001006168
0061_F001006170,61,F001006170
0061_F001006171,61,F001006171
0061_F001006172,61,F001006172
0061_F001006173,61,F001006173
0061_F001006174,61,F001006174
0061_F001007132,61,F001007132
0061_F001007206,61,F001007206
0061_F001007208,61,F001007208
0061_F001007924,61,F001007924
0061_F001007925,61,F001007925
0061_F001008450,61,F001008450
0061_F001008750,61,F001008750
0061_F001008791,61,F001008791
0061_F001008792,61,F001008792
0064_F001006254,64,F001006254
0064_F001006256,64,F001006256
0064_F001006351,64,F001006351
0064_F001006352,64,F001006352
0064_F001006353,64,F001006353
0064_F001006357,64,F001006357
0064_F001006359,64,F001006359
0064_F001006360,64,F001006360
0064_F001008726,64,F001008726
0065_F001005873,65,F001005873
0065_F001006956,65,F001006956
0066_F001002172,66,F001002172
0066_F001005475,66,F001005475
0066_F001006269,66,F001006269
0066_F001006270,66,F001006270
0066_F001006271,66,F001006271
0066_F001006272,66,F001006272
0066_F001006273,66,F001006273
0066_F001006274,66,F001006274
0066_F001006275,66,F001006275
0066_F001006276,66,F001006276
0066_F001006277,66,F001006277
0066_F001006279,66,F001006279
0066_F001007165,66,F001007165
0066_F001007680,66,F001007680
0066_F001007681,66,F001007681
0066_F001007683,66,F001007683
0066_F001007684,66,F001007684
0066_F001007685,66,F001007685
0066_F001007686,66,F001007686
0067_F001005881,67,F001005881
0067_F001005882,67,F001005882
0067_F001005883,67,F001005883
0068_F001005955,68,F001005955
0068_F001006107,68,F001006107
0068_F001006109,68,F001006109
0068_F001006110,68,F001006110
0068_F001006112,68,F001006112
0068_F001006113,68,F001006113
0068_F001006114,68,F001006114
0068_F001006115,68,F001006115
0068_F001006117,68,F001006117
0068_F001006119,68,F001006119
0068_F001006120,68,F001006120
0068_F001006121,68,F001006121
0068_F001006122,68,F001006122
0068_F001006123,68,F001006123
0068_F001006124,68,F001006124
0068_F001006125,68,F001006125
0068_F001006126,68,F001006126
0068_F001006127,68,F001006127
0068_F001006128,68,F001006128
0068_F001006129,68,F001006129
0068_F001006132,68,F001006132
0068_F001006929,68,F001006929
0068_F001008487,68,F001008487
0068_F001008613,68,F001008613
0068_F001008668,68,F001008668
0068_F001008669,68,F001008669
0068_F001008670,68,F001008670
0070_F001006176,70,F001006176
0070_F001006177,70,F001006177
0070_F001006179,70,F001006179
0070_F001006180,70,F001006180
0070_F001006181,70,F001006181
0070_F001006182,70,F001006182
0070_F001006183,70,F001006183
0070_F001006184,70,F001006184
0070_F001006187,70,F001006187
0070_F001007750,70,F001007750
0070_F001007751,70,F001007751
0071_F001005534,71,F001005534
0071_F001005535,71,F001005535
0071_F001005536,71,F001005536
0071_F001005538,71,F001005538
0071_F001005539,71,F001005539
0071_F001005540,71,F001005540
0071_F001005541,71,F001005541
0071_F001005542,71,F001005542
0071_F001005543,71,F001005543
0071_F001005544,71,F001005544
0071_F001005548,71,F001005548
0071_F001005549,71,F001005549
0071_F001005550,71,F001005550
0071_F001005551,71,F001005551
0071_F001005553,71,F001005553
0071_F001005556,71,F001005556
0071_F001005557,71,F001005557
0071_F001005558,71,F001005558
0071_F001007099,71,F001007099
0071_F001007211,71,F001007211
0071_F001007387,71,F001007387
0076_F001004397,76,F001004397
0076_F001004399,76,F001004399
0076_F001005220,76,F001005220
0076_F001007054,76,F001007054
0076_F001007059,76,F001007059
0076_F001007061,76,F001007061
0076_F001007063,76,F001007063
0076_F001007064,76,F001007064
0076_F001007067,76,F001007067
0076_F001007069,76,F001007069
0076_F001007074,76,F001007074
0076_F001007076,76,F001007076
0076_F001007077,76,F001007077
0076_F001007080,76,F001007080
0076_F001007083,76,F001007083
0076_F001007085,76,F001007085
0076_F001007111,76,F001007111
0076_F001007656,76,F001007656
0076_F001008033,76,F001008033
0077_F001005038,77,F001005038
0077_F001005041,77,F001005041
0077_F001005042,77,F001005042
0077_F001005043,77,F001005043
0077_F001005044,77,F001005044
0077_F001005045,77,F001005045
0077_F001005047,77,F001005047
0077_F001005052,77,F001005052
0077_F001005053,77,F001005053
0077_F001005074,77,F001005074
0077_F001007048,77,F001007048
0077_F001007050,77,F001007050
0077_F001007053,77,F001007053
0077_F001007151,77,F001007151
0077_F001007152,77,F001007152
0077_F001007153,77,F001007153
0077_F001007154,77,F001007154
0077_F001008307,77,F001008307
0077_F001008577,77,F001008577
0079_F001005884,79,F001005884
0079_F001005886,79,F001005886
0079_F001005888,79,F001005888
0079_F001005889,79,F001005889
0079_F001005890,79,F001005890
0079_F001005891,79,F001005891
0079_F001005892,79,F001005892
0079_F001005893,79,F001005893
0079_F001005894,79,F001005894
0079_F001005895,79,F001005895
0079_F001005896,79,F001005896
0079_F001005897,79,F001005897
0079_F001005899,79,F001005899
0079_F001005900,79,F001005900
0079_F001008720,79,F001008720
0081_F001006369,81,F001006369
0081_F001006374,81,F001006374
0081_F001006375,81,F001006375
0081_F001006377,81,F001006377
0081_F001006378,81,F001006378
0081_F001006379,81,F001006379
0081_F001006380,81,F001006380
0081_F001006382,81,F001006382
0081_F001006384,81,F001006384
0081_F001006385,81,F001006385
0081_F001006386,81,F001006386
0081_F001006387,81,F001006387
0081_F001006390,81,F001006390
0081_F001007216,81,F001007216
0081_F001007222,81,F001007222
0081_F001007367,81,F001007367
0081_F001007658,81,F001007658
0081_F001008455,81,F001008455
0081_F001008788,81,F001008788
0082_F001005135,82,F001005135
0082_F001005142,82,F001005142
0082_F001005143,82,F001005143
0082_F001005148,82,F001005148
0082_F001005149,82,F001005149
0082_F001005150,82,F001005150
0082_F001005151,82,F001005151
0082_F001005152,82,F001005152
